,user,#_messages,#_messages_as_percentage_of_total,mean,time_delta,programming_language
10987,Kande,46,6.112004881100246e-06,3.8333333333333335,13 days 00:57:46.490000,python
10988,Kandeh,9,1.1958270419543959e-06,0.75,3 days 21:20:46.971000,python
10989,Kandice,12,1.5944360559391945e-06,1.0,0 days 00:06:04.290000,python
10990,Kandon,73,9.699486006963433e-06,6.083333333333333,78 days 08:25:16.647000,python
10991,Kane,2,2.657393426565324e-07,0.16666666666666666,17 days 18:41:00.677000,python
10992,Kanek,194,2.5776716237683646e-05,16.166666666666668,28 days 17:17:38.975000,python
10993,Kaneki,13,1.7273057272674607e-06,1.0833333333333333,10 days 01:02:36.596000,python
10994,Kanelo,66,8.76939830766557e-06,5.5,40 days 01:58:27.622000,python
10995,Kanen,3,3.9860901398479863e-07,0.25,27 days 01:54:41.376000,python
10996,Kania,20,2.6573934265653244e-06,1.6666666666666667,0 days 00:50:19.543000,python
10997,Kaniel,3,3.9860901398479863e-07,0.25,0 days 00:01:50.531000,python
10998,Kanika,43,5.713395867115447e-06,3.5833333333333335,65 days 18:09:10.967000,python
10999,Kanisha,42,5.580526195787181e-06,3.5,119 days 22:37:42.930000,python
11000,Kanishka,11,1.4615663846109284e-06,0.9166666666666666,19 days 23:54:50.484000,python
11001,Kanna,68,9.035137650322102e-06,5.666666666666667,1 days 12:31:00.089000,python
11002,Kannan,14,1.860175398595727e-06,1.1666666666666667,28 days 11:22:57.364000,python
11003,Kannon,378,5.022473576208463e-05,31.5,111 days 15:48:16.872000,python
11004,Kannyn,3,3.9860901398479863e-07,0.25,0 days 00:02:14.980000,python
11005,Kano,45,5.97913520977198e-06,3.75,91 days 17:23:40.893000,python
11006,Kansas,14,1.860175398595727e-06,1.1666666666666667,3 days 09:42:29.389000,python
11007,Kanton,101,1.3419836804154888e-05,8.416666666666666,7 days 20:01:46.203000,python
11008,Kanyon,36,4.783308167817583e-06,3.0,19 days 22:28:24.303000,python
11009,Kanza,14,1.860175398595727e-06,1.1666666666666667,0 days 00:11:56.856000,python
11010,Kao,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11011,Kaori,11,1.4615663846109284e-06,0.9166666666666666,20 days 10:51:59.725000,python
11012,Kaos,33,4.384699153832785e-06,2.75,6 days 00:47:41.698000,python
11013,Kaoussou,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11014,Kap,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:02.823000,python
11015,Kapil,278,3.693776862925801e-05,23.166666666666668,331 days 07:39:12.810000,python
11016,Kaplan,46,6.112004881100246e-06,3.8333333333333335,31 days 02:24:48.102000,python
11017,Kapree,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11018,Kapri,4,5.314786853130648e-07,0.3333333333333333,0 days 21:07:19.338000,python
11019,Kaptain,31,4.118959811176253e-06,2.5833333333333335,87 days 12:54:48.980000,python
11020,Karalee,10,1.3286967132826622e-06,0.8333333333333334,0 days 00:38:48.472000,python
11021,Karalina,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11022,Karalynn,47,6.244874552428512e-06,3.9166666666666665,69 days 08:52:39.638000,python
11023,Karam,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11024,Karamba,78,1.0363834363604765e-05,6.5,16 days 18:31:11.584000,python
11025,Karamo,54,7.174962251726376e-06,4.5,98 days 18:18:57.792000,python
11026,Karan,20,2.6573934265653244e-06,1.6666666666666667,87 days 13:57:10.853000,python
11027,Karapet,49,6.510613895085045e-06,4.083333333333333,115 days 04:45:28.126000,python
11028,Karaun,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11029,Karcen,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11030,Karcyn,215,2.8566979335577237e-05,17.916666666666668,256 days 12:24:35.114000,python
11031,Karden,34,4.517568825161051e-06,2.8333333333333335,185 days 22:08:10.956000,python
11032,Kareem,7,9.300876992978635e-07,0.5833333333333334,253 days 19:23:20.531000,python
11033,Kareena,4,5.314786853130648e-07,0.3333333333333333,30 days 09:32:43.053000,python
11034,Kareli,6,7.972180279695973e-07,0.5,76 days 05:57:57.534000,python
11035,Karell,6,7.972180279695973e-07,0.5,0 days 00:03:57.132000,python
11036,Karem,26,3.4546114545349214e-06,2.1666666666666665,84 days 11:08:51.120000,python
11037,Karen,2,2.657393426565324e-07,0.16666666666666666,14 days 00:05:52.935000,python
11038,Kariah,11,1.4615663846109284e-06,0.9166666666666666,7 days 22:10:15.925000,python
11039,Kariana,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11040,Karianna,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11041,Karie,4,5.314786853130648e-07,0.3333333333333333,0 days 00:03:15.196000,python
11042,Kariel,12,1.5944360559391945e-06,1.0,14 days 23:30:06.145000,python
11043,Karielle,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11044,Karim,5,6.643483566413311e-07,0.4166666666666667,0 days 00:04:21.519000,python
11045,Karima,21,2.7902630978935906e-06,1.75,120 days 23:32:35.614000,python
11046,Karimah,6,7.972180279695973e-07,0.5,32 days 12:25:46.888000,python
11047,Karime,174,2.311932281111832e-05,14.5,201 days 07:53:09.196000,python
11048,Karin,10,1.3286967132826622e-06,0.8333333333333334,183 days 15:10:18.036000,python
11049,Kario,3,3.9860901398479863e-07,0.25,0 days 00:01:23.033000,python
11050,Karis,7,9.300876992978635e-07,0.5833333333333334,71 days 13:44:03.026000,python
11051,Karisa,5,6.643483566413311e-07,0.4166666666666667,175 days 22:44:30.340000,python
11052,Karishma,416,5.527378327255874e-05,34.666666666666664,15 days 01:40:28.003000,python
11053,Karisma,3,3.9860901398479863e-07,0.25,0 days 00:52:33.582000,python
11054,Karissa,10,1.3286967132826622e-06,0.8333333333333334,0 days 00:19:15.017000,python
11055,Karizma,17,2.2587844125805255e-06,1.4166666666666667,172 days 11:43:08.227000,python
11056,Karl,152,2.0196190041896466e-05,12.666666666666666,329 days 21:15:41.259000,python
11057,Karla,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11058,Karlei,847,0.00011254061161504148,70.58333333333333,59 days 03:38:04.384000,python
11059,Karleigh,15,1.9930450699239932e-06,1.25,0 days 00:16:30.568000,python
11060,Karlene,38,5.0490475104741166e-06,3.1666666666666665,61 days 09:46:11.534000,python
11061,Karley,2,2.657393426565324e-07,0.16666666666666666,5 days 23:31:22.433000,python
11062,Karlheinz,81,1.0762443377589563e-05,6.75,144 days 22:50:02.214000,python
11063,Karli,3,3.9860901398479863e-07,0.25,0 days 00:00:57.983000,python
11064,Karliah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11065,Karliee,3,3.9860901398479863e-07,0.25,243 days 05:07:35.231000,python
11066,Karlita,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:14.513000,python
11067,Karlito,4,5.314786853130648e-07,0.3333333333333333,72 days 04:49:58.168000,python
11068,Karlo,5,6.643483566413311e-07,0.4166666666666667,55 days 15:43:41.920000,python
11069,Karlos,43,5.713395867115447e-06,3.5833333333333335,124 days 17:00:02.928000,python
11070,Karlton,948,0.00012596044841919638,79.0,59 days 04:53:10.357000,python
11071,Karlynn,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:38.675000,python
11072,Karm,3,3.9860901398479863e-07,0.25,0 days 00:00:35.714000,python
11073,Karman,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:15:18.381000,python
11074,Karmel,116,1.541288187407888e-05,9.666666666666666,241 days 18:33:35.378000,python
11075,Karmella,11,1.4615663846109284e-06,0.9166666666666666,2 days 14:15:08.565000,python
11076,Karmello,11,1.4615663846109284e-06,0.9166666666666666,50 days 05:22:54.183000,python
11077,Karmelo,47,6.244874552428512e-06,3.9166666666666665,105 days 08:00:54.121000,python
11078,Karmen,10,1.3286967132826622e-06,0.8333333333333334,2 days 17:32:08.359000,python
11079,Karmoni,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11080,Karmyn,9,1.1958270419543959e-06,0.75,61 days 21:26:47.571000,python
11081,Karnail,49,6.510613895085045e-06,4.083333333333333,22 days 22:48:37.724000,python
11082,Karol,31,4.118959811176253e-06,2.5833333333333335,54 days 12:03:31.244000,python
11083,Karolina,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11084,Karoline,18,2.3916540839087917e-06,1.5,16 days 07:57:12.846000,python
11085,Karolis,2,2.657393426565324e-07,0.16666666666666666,0 days 04:36:04.358000,python
11086,Karoly,23,3.056002440550123e-06,1.9166666666666667,49 days 12:32:23.766000,python
11087,Karolyn,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11088,Karolyna,229,3.0427154734172963e-05,19.083333333333332,5 days 15:39:47.330000,python
11089,Karon,25,3.3217417832066552e-06,2.0833333333333335,20 days 09:32:17.714000,python
11090,Karra,141,1.8734623657285537e-05,11.75,22 days 07:04:19.005000,python
11091,Karri,21,2.7902630978935906e-06,1.75,1 days 09:10:50.586000,python
11092,Karriem,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11093,Karrigan,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:33.267000,python
11094,Karrington,7,9.300876992978635e-07,0.5833333333333334,281 days 12:12:18.236000,python
11095,Karrson,73,9.699486006963433e-06,6.083333333333333,26 days 13:02:44.070000,python
11096,Karsin,31,4.118959811176253e-06,2.5833333333333335,200 days 00:33:04.197000,python
11097,Karslynn,3,3.9860901398479863e-07,0.25,123 days 17:34:43.562000,python
11098,Karson,18,2.3916540839087917e-06,1.5,0 days 02:35:37.724000,python
11099,Karsten,111,1.474853351743755e-05,9.25,299 days 02:26:26.763000,python
11100,Karston,7,9.300876992978635e-07,0.5833333333333334,0 days 00:06:10.795000,python
11101,Karsyn,3,3.9860901398479863e-07,0.25,0 days 00:00:58.160000,python
11102,Karsynn,7,9.300876992978635e-07,0.5833333333333334,40 days 09:18:25.881000,python
11103,Karthik,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11104,Karthikeya,20,2.6573934265653244e-06,1.6666666666666667,0 days 00:07:19.861000,python
11105,Kartik,5,6.643483566413311e-07,0.4166666666666667,0 days 00:38:26.649000,python
11106,Kartikeya,5,6.643483566413311e-07,0.4166666666666667,0 days 00:07:11.232000,python
11107,Kartyr,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11108,Karuna,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11109,Karver,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11110,Kary,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11111,Karyme,15,1.9930450699239932e-06,1.25,130 days 06:39:37.382000,python
11112,Karyn,5,6.643483566413311e-07,0.4166666666666667,0 days 00:08:20.359000,python
11113,Karyna,4,5.314786853130648e-07,0.3333333333333333,25 days 00:20:20.836000,python
11114,Kasahn,41,5.447656524458915e-06,3.4166666666666665,164 days 06:29:23.739000,python
11115,Kasai,71,9.433746664306902e-06,5.916666666666667,180 days 14:29:15.689000,python
11116,Kasani,27,3.587481125863188e-06,2.25,32 days 01:06:52.292000,python
11117,Kasaun,13,1.7273057272674607e-06,1.0833333333333333,7 days 06:29:27.866000,python
11118,Kasch,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:23.473000,python
11119,Kaseem,4,5.314786853130648e-07,0.3333333333333333,2 days 21:46:18.928000,python
11120,Kaselynn,75,9.965225349619967e-06,6.25,1 days 03:58:10.686000,python
11121,Kasem,13,1.7273057272674607e-06,1.0833333333333333,224 days 11:00:19.341000,python
11122,Kasey,444,5.89941340697502e-05,37.0,17 days 13:30:08.902000,python
11123,Kash,3,3.9860901398479863e-07,0.25,246 days 13:42:31.487000,python
11124,Kasha,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11125,Kashaun,237,3.1490112104799095e-05,19.75,116 days 03:36:37.121000,python
11126,Kashawn,2,2.657393426565324e-07,0.16666666666666666,0 days 15:47:53.538000,python
11127,Kashden,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:35.038000,python
11128,Kashdyn,7,9.300876992978635e-07,0.5833333333333334,158 days 15:14:44.146000,python
11129,Kashe,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11130,Kashel,43,5.713395867115447e-06,3.5833333333333335,7 days 06:35:36.179000,python
11131,Kasher,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11132,Kashes,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:50.553000,python
11133,Kashia,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:02:51.008000,python
11134,Kashif,31,4.118959811176253e-06,2.5833333333333335,154 days 02:01:00.027000,python
11135,Kashious,19,2.5245237552370583e-06,1.5833333333333333,88 days 20:07:38.549000,python
11136,Kashis,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11137,Kashius,21,2.7902630978935906e-06,1.75,8 days 21:28:49.241000,python
11138,Kashlyn,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11139,Kashmeir,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11140,Kashmere,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11141,Kashmier,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11142,Kashmir,78,1.0363834363604765e-05,6.5,53 days 12:02:10.973000,python
11143,Kashon,16,2.1259147412522594e-06,1.3333333333333333,3 days 14:32:20.003000,python
11144,Kashston,13,1.7273057272674607e-06,1.0833333333333333,176 days 15:44:25.299000,python
11145,Kashten,6,7.972180279695973e-07,0.5,0 days 05:26:06.232000,python
11146,Kashtin,437,5.806404637045234e-05,36.416666666666664,15 days 04:11:41.299000,python
11147,Kashton,5,6.643483566413311e-07,0.4166666666666667,0 days 00:03:07.149000,python
11148,Kashtyn,41,5.447656524458915e-06,3.4166666666666665,0 days 13:15:40.143000,python
11149,Kashus,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11150,Kashvi,12,1.5944360559391945e-06,1.0,15 days 12:23:38.664000,python
11151,Kasia,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11152,Kasiah,19,2.5245237552370583e-06,1.5833333333333333,12 days 23:33:16.075000,python
11153,Kasian,2,2.657393426565324e-07,0.16666666666666666,3 days 12:52:34.647000,python
11154,Kasidee,3,3.9860901398479863e-07,0.25,0 days 00:00:38.844000,python
11155,Kasie,152,2.0196190041896466e-05,12.666666666666666,22 days 18:39:25.099000,python
11156,Kasien,16,2.1259147412522594e-06,1.3333333333333333,29 days 03:35:00.172000,python
11157,Kasin,58,7.70644093703944e-06,4.833333333333333,2 days 00:10:16.497000,python
11158,Kasir,69,9.168007321650369e-06,5.75,7 days 11:44:23.221000,python
11159,Kasiya,9,1.1958270419543959e-06,0.75,3 days 01:20:48.169000,python
11160,Kaslyn,34,4.517568825161051e-06,2.8333333333333335,197 days 06:35:23.545000,python
11161,Kaslynn,3,3.9860901398479863e-07,0.25,56 days 03:18:42.942000,python
11162,Kason,182,2.418228018174445e-05,15.166666666666666,29 days 10:11:52.471000,python
11163,Kaspen,18,2.3916540839087917e-06,1.5,23 days 02:37:00.871000,python
11164,Kasper,341,4.530855792293878e-05,28.416666666666668,24 days 20:16:11.522000,python
11165,Kasra,18,2.3916540839087917e-06,1.5,0 days 00:09:43.175000,python
11166,Kassadi,3,3.9860901398479863e-07,0.25,74 days 19:13:42.877000,python
11167,Kassem,12,1.5944360559391945e-06,1.0,0 days 01:38:48.026000,python
11168,Kassen,124,1.6475839244705012e-05,10.333333333333334,270 days 07:30:23.712000,python
11169,Kassi,2,2.657393426565324e-07,0.16666666666666666,0 days 00:38:30.973000,python
11170,Kassia,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:31.164000,python
11171,Kassian,4,5.314786853130648e-07,0.3333333333333333,0 days 00:03:54.349000,python
11172,Kassiani,5,6.643483566413311e-07,0.4166666666666667,0 days 15:23:36.395000,python
11173,Kassidee,3,3.9860901398479863e-07,0.25,0 days 00:06:57.429000,python
11174,Kassidi,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11175,Kassidy,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11176,Kassie,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11177,Kassim,805,0.0001069600854192543,67.08333333333333,36 days 19:17:52.042000,python
11178,Kassoum,3,3.9860901398479863e-07,0.25,0 days 00:08:30.447000,python
11179,Kasten,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11180,Kastle,67,8.902267978993837e-06,5.583333333333333,25 days 10:11:37.208000,python
11181,Kaston,105,1.3951315489467952e-05,8.75,150 days 05:29:23.184000,python
11182,Kasumi,15,1.9930450699239932e-06,1.25,113 days 20:41:56.867000,python
11183,Kasyn,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:15.804000,python
11184,Katai,7,9.300876992978635e-07,0.5833333333333334,59 days 19:10:35.494000,python
11185,Katalaya,9,1.1958270419543959e-06,0.75,8 days 11:16:22.182000,python
11186,Kataleah,261,3.467898421667748e-05,21.75,15 days 00:03:40.133000,python
11187,Kataleena,8,1.0629573706261297e-06,0.6666666666666666,0 days 22:30:12.108000,python
11188,Kataleia,59,7.839310608367706e-06,4.916666666666667,21 days 02:33:04.527000,python
11189,Kataleya,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11190,Katalyna,62,8.237919622352506e-06,5.166666666666667,131 days 12:43:19.754000,python
11191,Katalynna,8,1.0629573706261297e-06,0.6666666666666666,16 days 16:47:52.316000,python
11192,Katarina,6,7.972180279695973e-07,0.5,228 days 10:03:31.674000,python
11193,Katelin,45,5.97913520977198e-06,3.75,33 days 06:03:04.858000,python
11194,Katelyn,4,5.314786853130648e-07,0.3333333333333333,0 days 00:00:37.595000,python
11195,Katelynn,18,2.3916540839087917e-06,1.5,66 days 08:32:05.483000,python
11196,Kateri,47,6.244874552428512e-06,3.9166666666666665,58 days 21:54:26.330000,python
11197,Katerin,11,1.4615663846109284e-06,0.9166666666666666,59 days 11:31:49.271000,python
11198,Katerina,99,1.3154097461498356e-05,8.25,199 days 09:40:45.354000,python
11199,Kateryn,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11200,Kathan,3,3.9860901398479863e-07,0.25,0 days 00:04:42.010000,python
11201,Katherine,58,7.70644093703944e-06,4.833333333333333,3 days 23:35:04.980000,python
11202,Kathie,11,1.4615663846109284e-06,0.9166666666666666,0 days 00:11:55.957000,python
11203,Kathleen,15,1.9930450699239932e-06,1.25,0 days 00:07:08.018000,python
11204,Kathlyn,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11205,Kathryn,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11206,Kathy,75,9.965225349619967e-06,6.25,97 days 06:54:44.702000,python
11207,Kathya,2,2.657393426565324e-07,0.16666666666666666,92 days 13:51:33.929000,python
11208,Kati,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
11209,Katia,25,3.3217417832066552e-06,2.0833333333333335,23 days 23:15:06.213000,python
11210,Katiana,37,4.91617783914585e-06,3.0833333333333335,0 days 21:30:31.641000,python
11211,Katie,8,1.0629573706261297e-06,0.6666666666666666,162 days 19:02:23.725000,python
11212,Katieann,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:07.290000,python
11213,Katja,2251,0.0002990896301599273,187.58333333333334,30 days 02:28:30.145000,python
11214,Katlyn,11,1.4615663846109284e-06,0.9166666666666666,76 days 21:57:45.126000,python
